"Time_Iter","Outer_Iter","Inner_Iter",    "rms[Rho]"    ,    "rms[RhoU]"   ,    "rms[RhoV]"   ,    "rms[RhoE]"   ,     "rms[k]"     ,     "rms[w]"     
          0,           0,        2442,      -7.042937013,      -4.703631322,      -5.794441529,      -2.884405964,      -5.079664769,       1.263112244
          0,           0,        2443,      -7.043086653,      -4.703747007,      -5.794593015,      -2.884610952,      -5.079727175,       1.262878636
          0,           0,        2444,       -7.04323626,      -4.703862678,      -5.794744527,      -2.884815857,      -5.079789435,       1.262644975
          0,           0,        2445,       -7.04338588,      -4.703978336,      -5.794895991,      -2.885020012,      -5.079851548,       1.262410755
          0,           0,        2446,      -7.043535523,      -4.704093974,      -5.795047303,       -2.88522472,      -5.079913517,       1.262176305
          0,           0,        2447,      -7.043685162,      -4.704209576,        -5.7951986,      -2.885428458,      -5.079975344,       1.261942145
          0,           0,        2448,      -7.043834674,      -4.704325155,      -5.795349711,      -2.885631793,      -5.080037026,        1.26170782
          0,           0,        2449,      -7.043984056,      -4.704440716,      -5.795500913,      -2.885835895,      -5.080098563,       1.261473319
          0,           0,        2450,      -7.044133415,      -4.704556263,      -5.795652275,      -2.886040904,       -5.08015996,       1.261239034
          0,           0,        2451,      -7.044282821,      -4.704671801,       -5.79580379,       -2.88624586,      -5.080221219,       1.261005147
          0,           0,        2452,      -7.044432277,      -4.704787327,      -5.795955385,      -2.886450401,      -5.080282342,        1.26077155
          0,           0,        2453,      -7.044581748,       -4.70490284,      -5.796107009,      -2.886654687,      -5.080343331,       1.260538062
          0,           0,        2454,      -7.044731206,      -4.705018339,      -5.796258693,      -2.886858735,      -5.080404188,       1.260304554
          0,           0,        2455,      -7.044880634,       -4.70513383,      -5.796410409,      -2.887062886,      -5.080464914,       1.260071012
          0,           0,        2456,      -7.045030036,      -4.705249318,      -5.796562087,      -2.887267083,      -5.080525512,       1.259837451
          0,           0,        2457,      -7.045179434,      -4.705364809,      -5.796713754,      -2.887471402,       -5.08058598,       1.259603834
          0,           0,        2458,      -7.045328839,      -4.705480343,      -5.796865464,      -2.887679199,       -5.08064631,       1.259369928
          0,           0,        2459,      -7.045478343,      -4.705595924,        -5.7970176,      -2.887885724,      -5.080706516,       1.259135442
          0,           0,        2460,      -7.045628016,      -4.705711481,      -5.797169719,      -2.888088136,      -5.080766575,       1.258900236
          0,           0,        2461,      -7.045777724,      -4.705826987,      -5.797321587,      -2.888288294,      -5.080826499,       1.258664761
          0,           0,        2462,      -7.045927291,      -4.705942447,      -5.797473256,      -2.888490553,      -5.080886297,       1.258429962
          0,           0,        2463,      -7.046076694,      -4.706057877,      -5.797625031,      -2.888695017,      -5.080945958,       1.258195928
          0,           0,        2464,      -7.046226033,      -4.706173368,       -5.79777705,      -2.888902092,      -5.081005414,       1.257961326
          0,           0,        2465,      -7.046375668,      -4.706288886,       -5.79792976,       -2.88910514,      -5.081064689,       1.257725134
          0,           0,        2466,      -7.046525656,      -4.706404396,      -5.798082074,      -2.889306134,      -5.081123809,       1.257488476
          0,           0,        2467,       -7.04667579,      -4.706519877,      -5.798233973,      -2.889506171,      -5.081182777,       1.257252798
          0,           0,        2468,      -7.046825887,      -4.706635317,      -5.798385777,      -2.889705669,      -5.081241597,       1.257018597
          0,           0,        2469,       -7.04697586,      -4.706750704,       -5.79853767,      -2.889905003,      -5.081300262,        1.25678535
          0,           0,        2470,      -7.047125599,      -4.706866049,      -5.798689264,      -2.890104591,      -5.081358781,       1.256552252
          0,           0,        2471,      -7.047275117,      -4.706981374,      -5.798840635,      -2.890306055,      -5.081417158,       1.256319132
          0,           0,        2472,      -7.047424539,      -4.707096676,      -5.798992285,      -2.890508657,        -5.0814754,       1.256086222
          0,           0,        2473,      -7.047573958,      -4.707211961,      -5.799144254,      -2.890712339,      -5.081533505,       1.255853501
          0,           0,        2474,       -7.04772343,      -4.707327222,      -5.799296039,      -2.890915447,      -5.081591478,       1.255620661
          0,           0,        2475,      -7.047872956,      -4.707442451,      -5.799447949,      -2.891116914,      -5.081649313,       1.255387512
          0,           0,        2476,      -7.048022458,       -4.70755765,      -5.799600344,      -2.891317778,      -5.081707014,       1.255154015
          0,           0,        2477,      -7.048171885,      -4.707672822,      -5.799753075,      -2.891519861,      -5.081764588,       1.254920284
          0,           0,        2478,      -7.048321242,      -4.707787963,      -5.799905865,      -2.891722062,      -5.081822039,       1.254686395
          0,           0,        2479,      -7.048470552,      -4.707903081,      -5.800058483,       -2.89192494,      -5.081879366,       1.254452141
          0,           0,        2480,      -7.048619844,      -4.708018174,      -5.800211654,      -2.892126962,      -5.081936565,       1.254217295
          0,           0,        2481,      -7.048769128,       -4.70813322,       -5.80036456,      -2.892327438,      -5.081993647,       1.253982154
          0,           0,        2482,      -7.048918391,      -4.708248237,       -5.80051704,      -2.892528278,      -5.082050612,       1.253747374
          0,           0,        2483,      -7.049067564,      -4.708363205,      -5.800669509,      -2.892729411,      -5.082107466,       1.253513336
          0,           0,        2484,      -7.049216625,      -4.708478146,      -5.800822109,      -2.892931352,      -5.082164203,       1.253279815
          0,           0,        2485,      -7.049365602,      -4.708593062,      -5.800974829,      -2.893133407,      -5.082220821,       1.253046325
          0,           0,        2486,      -7.049514551,      -4.708707951,      -5.801127558,      -2.893335183,      -5.082277327,       1.252812785
          0,           0,        2487,      -7.049663477,      -4.708822811,      -5.801280236,        -2.8935368,      -5.082333723,       1.252579343
          0,           0,        2488,      -7.049812362,      -4.708937648,        -5.8014329,      -2.893739076,      -5.082390013,       1.252346043
          0,           0,        2489,      -7.049961224,      -4.709052456,      -5.801585583,      -2.893941209,      -5.082446196,       1.252112826
          0,           0,        2490,      -7.050110068,      -4.709167235,      -5.801738223,      -2.894142969,      -5.082502272,       1.251879653
          0,           0,        2491,      -7.050258881,      -4.709281982,      -5.801890865,      -2.894344599,      -5.082558243,       1.251646487
          0,           0,        2492,      -7.050407646,      -4.709396696,      -5.802043546,      -2.894547018,      -5.082614102,       1.251413102
          0,           0,        2493,      -7.050556358,      -4.709511376,      -5.802196484,      -2.894749148,      -5.082669852,       1.251179249
          0,           0,        2494,      -7.050704957,      -4.709626032,      -5.802349657,      -2.894950682,      -5.082725496,       1.250944891
          0,           0,        2495,      -7.050853519,      -4.709740657,        -5.8025023,      -2.895150958,      -5.082781038,       1.250710199
